Player,Role,Team,Opponent Team,Opponent Player,Group,Date,Patch,No Game,Side,Time,Champion,Outcome,Level,Kills,Deaths,Assists,CS in Team's Jungle,CSM,GPM,GOLD%,VSPM,WPM,VWPM,WCPM,VS%,DPM,DMG%,KP%,GD@15,Total damage taken,First blood participate,MVP,KP%@15,Frist tower,Tower@15,Total tower,First Dragon,Number of dragon,Number of uti dragon,Number of VB,Herald,First baron,Number of baron,mini team fight,mini team fight win,mini team fight tie,team fight,team fight win,team fight tie,Team jg share
Burdol,TOP,LGD,WE,Wayward,\,22.06.2024,v14.11,1,Red,0:36:12,Rumble,Win,17,3,5,11,4,6.5,373,18.70%,1.06,0.41,0.22,0.25,10.00%,628,22.30%,73.70%,-678,25019.3,0,0,0.333,0,0,7,1,4,0,0,0,1,1,0,0,0,5,5,0,52.5
Meteor,JUNGLE,LGD,WE,Heng,\,22.06.2024,v14.11,1,Red,0:36:12,Kindred,Win,18,6,0,11,257,9.3,446,22.40%,3.26,1.22,0.25,0.99,30.90%,719,25.50%,89.50%,144,30177.7,0,1,1,0,0,7,1,4,0,0,0,1,1,0,0,0,5,5,0,52.5
Haichao,MID,LGD,WE,FoFo,\,22.06.2024,v14.11,1,Red,0:36:12,LeBlanc,Win,18,5,1,12,0,9.3,480,24.10%,1.86,0.69,0.08,0.8,17.70%,785,27.90%,89.50%,46,21891.2,0,0,0.667,0,0,7,1,4,0,0,0,1,1,0,0,0,5,5,0,52.5
Shaoye,ADCARRY,LGD,WE,LP,\,22.06.2024,v14.11,1,Red,0:36:12,Kaisa,Win,17,4,2,10,0,9.6,465,23.30%,1.11,0.44,0.17,0.39,10.50%,498,17.70%,73.70%,841,13973.6,0,0,0.667,0,0,7,1,4,0,0,0,1,1,0,0,0,5,5,0,52.5
jinjiao,SUPPORT,LGD,WE,Mark,\,22.06.2024,v14.11,1,Red,0:36:12,Leona,Win,13,1,4,11,0,1.2,229,11.50%,3.27,1.71,0.44,0.39,31.00%,183,6.50%,63.20%,-290,28085.2,0,0,0.667,0,0,7,1,4,0,0,0,1,1,0,0,0,5,5,0,52.5
Burdol,TOP,LGD,WE,Wayward,\,22.06.2024,v14.11,2,Blue,0:32:24,Skarner,Win,17,0,1,9,0,7.2,360,18.60%,1,0.4,0.28,0.15,9.70%,455,18.70%,69.20%,-604,19818.6,0,0,0.667,0,0,9,1,4,1,4,0,1,1,0,0,0,3,1,1,52.2
Meteor,JUNGLE,LGD,WE,Heng,\,22.06.2024,v14.11,2,Blue,0:32:24,Brand,Win,16,2,1,8,210,7.7,386,20.00%,3.18,1.23,0.19,0.65,30.70%,649,26.60%,76.90%,134,29008.5,0,0,1,0,0,9,1,4,1,4,0,1,1,0,0,0,3,1,1,52.2
Haichao,MID,LGD,WE,FoFo,\,22.06.2024,v14.11,2,Blue,0:32:24,Yone,Win,17,4,1,3,5,9.3,419,21.70%,1.18,0.22,0.12,0.43,11.40%,569,23.40%,53.80%,-1097,26550.4,0,0,0.333,0,0,9,1,4,1,4,0,1,1,0,0,0,3,1,1,52.2
Shaoye,ADCARRY,LGD,WE,LP,\,22.06.2024,v14.11,2,Blue,0:32:24,Varus,Win,17,6,2,4,10,10.1,500,25.90%,1.51,0.52,0.22,0.37,14.60%,564,23.20%,76.90%,785,13550.9,0,0,0.667,0,0,9,1,4,1,4,0,1,1,0,0,0,3,1,1,52.2
jinjiao,SUPPORT,LGD,WE,Mark,\,22.06.2024,v14.11,2,Blue,0:32:24,Nautilus,Win,13,1,2,10,2,1.1,266,13.80%,3.5,1.54,0.49,0.31,33.70%,198,8.10%,84.60%,83,17485.9,0,1,1,0,0,9,1,4,1,4,0,1,1,0,0,0,3,1,1,52.2
Wayward,TOP,WE,LGD,Burdol,\,22.06.2024,v14.11,2,Red,0:32:24,Mordekaiser,Loss,16,0,5,4,0,8.2,326,19.80%,1.37,0.46,0.25,0.09,16.80%,491,22.20%,57.10%,604,30407.8,0,0,0.5,1,0,2,0,0,0,2,1,0,0,0,0,0,3,1,1,47.8
Heng,JUNGLE,WE,LGD,Meteor,\,22.06.2024,v14.11,2,Red,0:32:24,Maokai,Loss,14,1,1,5,178,6.1,333,20.20%,1.43,0.34,0.34,0.43,17.60%,390,17.70%,85.70%,-134,28659.3,1,0,0.75,1,0,2,0,0,0,2,1,0,0,0,0,0,3,1,1,47.8
FoFo,MID,WE,LGD,Haichao,\,22.06.2024,v14.11,2,Red,0:32:24,Jayce,Loss,15,3,3,4,12,8.2,358,21.70%,1.26,0.52,0.19,0.37,15.50%,845,38.30%,100.00%,1097,14529.2,1,0,1,1,0,2,0,0,0,2,1,0,0,0,0,0,3,1,1,47.8
LP,ADCARRY,WE,LGD,Shaoye,\,22.06.2024,v14.11,2,Red,0:32:24,Kaisa,Loss,16,3,2,4,18,9.9,426,25.80%,0.93,0.4,0.12,0.37,11.40%,404,18.30%,100.00%,-785,14246.4,1,0,1,1,0,2,0,0,0,2,1,0,0,0,0,0,3,1,1,47.8
Mark,SUPPORT,WE,LGD,jinjiao,\,22.06.2024,v14.11,2,Red,0:32:24,Braum,Loss,11,0,2,6,0,1.2,205,12.40%,3.16,1.76,0.46,0.46,38.70%,77,3.50%,85.70%,-83,18640.1,1,0,0.75,1,0,2,0,0,0,2,1,0,0,0,0,0,3,1,1,47.8
Bin,TOP,BLG,RNG,Juice,\,22.06.2024,v14.11,1,Blue,0:34:27,Rumble,Win,18,3,1,6,17,9.2,453,22.40%,0.75,0.23,0.12,0.12,8.50%,503,22.30%,100.00%,2749,9836.36,1,1,1,1,4,11,0,4,0,6,1,1,2,0,0,0,2,1,0,58
XUN,JUNGLE,BLG,RNG,Wei,\,22.06.2024,v14.11,1,Blue,0:34:27,Zyra,Win,17,1,1,5,247,8.1,392,19.40%,1.3,0.15,0.12,0.44,14.70%,312,13.80%,66.70%,640,19099.6,1,0,0.667,1,4,11,0,4,0,6,1,1,2,0,0,0,2,1,0,58
Knight,MID,BLG,RNG,Tangyuan,\,22.06.2024,v14.11,1,Blue,0:34:27,Corki,Win,18,4,3,1,24,10.3,453,22.50%,1.6,0.38,0.23,0.58,18.10%,525,23.20%,55.60%,-1759,18545.8,0,0,0,1,4,11,0,4,0,6,1,1,2,0,0,0,2,1,0,58
Elk,ADCARRY,BLG,RNG,huanfeng,\,22.06.2024,v14.11,1,Blue,0:34:27,Ezreal,Win,17,1,2,3,16,10.1,437,21.60%,1.1,0.44,0.2,0.44,12.50%,850,37.60%,44.40%,1017,11537.6,0,0,0,1,4,11,0,4,0,6,1,1,2,0,0,0,2,1,0,58
ON,SUPPORT,BLG,RNG,Ming,\,22.06.2024,v14.11,1,Blue,0:34:27,Rell,Win,12,0,2,5,0,1.1,284,14.00%,4.09,2.12,0.58,0.55,46.20%,69,3.10%,55.60%,889,15435.4,0,0,0.333,1,4,11,0,4,0,6,1,1,2,0,0,0,2,1,0,58
Juice,TOP,RNG,BLG,Bin,\,22.06.2024,v14.11,1,Red,0:34:27,KSante,Loss,17,0,4,2,0,7.3,303,16.50%,0.93,0.38,0.23,0.12,10.80%,119,8.80%,22.20%,-2749,23452.5,0,0,0,0,2,4,1,2,0,0,0,0,0,0,0,0,2,1,0,42
Wei,JUNGLE,RNG,BLG,XUN,\,22.06.2024,v14.11,1,Red,0:34:27,Brand,Loss,15,2,2,3,199,6.7,329,17.90%,1.86,0.84,0.26,0.35,21.50%,296,21.90%,55.60%,-640,26505.8,0,0,1,0,2,4,1,2,0,0,0,0,0,0,0,0,2,1,0,42
